Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
SH2D1A	ENST00000371139.4	SH2 domain containing 1A 	5	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.25	N/A
C5orf34	ENST00000306862.2	chromosome 5 open reading frame 34 	1926	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.26	N/A
FAM21D	ENST00000311663.5	family with sequence similarity 21, member D 	5	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.25	N/A
AC079210.1	ENST00000600820.1	Uncharacterized protein; cDNA FLJ45097 fis, clone BRAWH3031054  	5	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.25	N/A
IGFBP1	ENST00000275525.3	insulin-like growth factor binding protein 1 	17	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.25	N/A
ZSCAN5A	ENST00000391713.1	zinc finger and SCAN domain containing 5A 	63	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.55	N/A
STEAP4	ENST00000380079.4	STEAP family member 4 	23	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.25	N/A
TNFAIP6	ENST00000243347.3	tumor necrosis factor, alpha-induced protein 6 	14	1	0	1	0	1	hsa-miR-338-5p	-0.25	-0.25	N/A
NAT2	ENST00000286479.3	N-acetyltransferase 2 (arylamine N-acetyltransferase) 	5	1	0	1	0	1	hsa-miR-338-5p	-0.25	-0.25	N/A
C2orf66	ENST00000342506.2	chromosome 2 open reading frame 66 	22	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.33	N/A
BEX2	ENST00000372677.3	brain expressed X-linked 2 	9	1	0	1	0	0	hsa-miR-338-5p	-0.25	-0.25	N/A
BRCC3	ENST00000369462.1	BRCA1/BRCA2-containing complex, subunit 3 	14	1	1	0	0	1	hsa-miR-338-5p	-0.25	-0.28	N/A
ISOC1	ENST00000173527.5	isochorismatase domain containing 1 	390	1	1	0	0	1	hsa-miR-338-5p	-0.25	-0.30	N/A
RING1	ENST00000374656.4	ring finger protein 1 	66	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.25	N/A
ARSK	ENST00000380009.4	arylsulfatase family, member K 	298	1	1	0	0	2	hsa-miR-338-5p	-0.25	-0.26	N/A
KRTAP4-5	ENST00000343246.4	keratin associated protein 4-5 	5	1	0	1	0	0	hsa-miR-338-5p	-0.25	-0.25	N/A
ALAD	ENST00000409155.3	aminolevulinate dehydratase 	1922	1	1	0	0	0	hsa-miR-338-5p	-0.25	-0.26	N/A
NSL1	ENST00000422588.2	NSL1, MIS12 kinetochore complex component 	180	4	2	1	1	3	hsa-miR-338-5p	-0.25	-0.39	N/A
ZFAND5	ENST00000237937.3	zinc finger, AN1-type domain 5 	2522	5	3	0	2	1	hsa-miR-338-5p	-0.25	-0.37	N/A
LEPROT	ENST00000371065.4	leptin receptor overlapping transcript 	397	3	1	0	2	0	hsa-miR-338-5p	-0.25	-0.28	N/A
STK17B	ENST00000263955.4	serine/threonine kinase 17b 	113	2	1	1	0	1	hsa-miR-338-5p	-0.24	-0.28	N/A
PNPLA8	ENST00000426128.2	patatin-like phospholipase domain containing 8 	60	4	1	1	2	0	hsa-miR-338-5p	-0.24	-0.38	N/A
CBFB	ENST00000290858.6	core-binding factor, beta subunit 	3904	1	1	0	0	1	hsa-miR-338-5p	-0.24	-0.25	N/A
EID1	ENST00000530028.2	EP300 interacting inhibitor of differentiation 1 	6579	2	1	0	1	0	hsa-miR-338-5p	-0.24	-0.27	N/A
CCL7	ENST00000378569.2	chemokine (C-C motif) ligand 7 	5	2	0	1	1	0	hsa-miR-338-5p	-0.24	-0.24	N/A
DAZAP1	ENST00000336761.6	DAZ associated protein 1 	3500	1	1	0	0	0	hsa-miR-338-5p	-0.24	-0.24	N/A
CDK6	ENST00000265734.4	cyclin-dependent kinase 6 	1116	3	1	2	0	3	hsa-miR-338-5p	-0.24	-0.26	N/A
GATA3	ENST00000379328.3	GATA binding protein 3 	136	1	1	0	0	0	hsa-miR-338-5p	-0.24	-0.24	N/A
RBBP7	ENST00000380087.2	retinoblastoma binding protein 7 	270	1	1	0	0	0	hsa-miR-338-5p	-0.24	-0.24	N/A
QTRT1	ENST00000250237.5	queuine tRNA-ribosyltransferase 1 	847	1	0	0	1	0	hsa-miR-338-5p	-0.24	-0.24	N/A
IDI1	ENST00000381344.3	isopentenyl-diphosphate delta isomerase 1 	827	2	1	0	1	1	hsa-miR-338-5p	-0.24	-0.26	N/A
GOLT1B	ENST00000540141.1	golgi transport 1B 	848	2	1	1	0	1	hsa-miR-338-5p	-0.24	-0.48	N/A
RP11-181C3.1	ENST00000501499.1	Uncharacterized protein  	7	1	0	1	0	0	hsa-miR-338-5p	-0.24	-0.24	N/A
STX12	ENST00000373943.4	syntaxin 12 	1082	2	1	1	0	0	hsa-miR-338-5p	-0.24	-0.24	N/A
CD1E	ENST00000368161.3	CD1e molecule 	5	1	1	0	0	0	hsa-miR-338-5p	-0.24	-0.24	N/A
PSMA8	ENST00000343848.6	proteasome (prosome, macropain) subunit, alpha type, 8 	5	2	0	1	1	0	hsa-miR-338-5p	-0.24	-0.24	N/A
LSM1	ENST00000311351.4	LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae) 	920	1	0	1	0	0	hsa-miR-338-5p	-0.24	-0.24	N/A
SPHKAP	ENST00000392056.3	SPHK1 interactor, AKAP domain containing 	5	1	0	0	1	2	hsa-miR-338-5p	-0.24	-0.24	N/A
TARDBP	ENST00000240185.3	TAR DNA binding protein 	410	1	1	0	0	0	hsa-miR-338-5p	-0.24	-0.24	N/A
NSMCE2	ENST00000287437.3	non-SMC element 2, MMS21 homolog (S. cerevisiae) 	364	1	0	1	0	1	hsa-miR-338-5p	-0.24	-0.26	N/A
PCDHB13	ENST00000341948.4	protocadherin beta 13 	58	2	1	1	0	0	hsa-miR-338-5p	-0.23	-0.25	N/A
MTX2	ENST00000249442.6	metaxin 2 	1837	1	0	1	0	0	hsa-miR-338-5p	-0.23	-0.23	N/A
RAB22A	ENST00000244040.3	RAB22A, member RAS oncogene family 	484	3	0	1	2	4	hsa-miR-338-5p	-0.23	-0.35	N/A
CHST9	ENST00000580774.1	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9 	20	2	0	2	0	1	hsa-miR-338-5p	-0.23	-0.23	N/A
RP1-170O19.20	ENST00000470747.4	Uncharacterized protein  	151	3	0	1	2	1	hsa-miR-338-5p	-0.23	-0.26	N/A
ATP2C1	ENST00000505330.1	ATPase, Ca++ transporting, type 2C, member 1 	771	2	1	1	0	0	hsa-miR-338-5p	-0.23	-0.28	N/A
ADAT2	ENST00000606514.1	adenosine deaminase, tRNA-specific 2 	303	1	0	1	0	1	hsa-miR-338-5p	-0.23	-0.24	N/A
WBSCR22	ENST00000265758.2	Williams Beuren syndrome chromosome region 22 	1843	1	0	1	0	0	hsa-miR-338-5p	-0.23	-0.23	N/A
ZNF506	ENST00000545006.1	zinc finger protein 506 	11	1	0	1	0	0	hsa-miR-338-5p	-0.23	-0.23	N/A
SYT16	ENST00000430451.2	synaptotagmin XVI 	5	1	1	0	0	0	hsa-miR-338-5p	-0.23	-0.23	N/A
GNAQ	ENST00000286548.4	guanine nucleotide binding protein (G protein), q polypeptide 	47	4	2	1	1	3	hsa-miR-338-5p	-0.23	-0.25	N/A
LDB2	ENST00000441778.2	LIM domain binding 2 	23	2	1	1	0	0	hsa-miR-338-5p	-0.23	-0.23	N/A
MTRR	ENST00000264668.2	5-methyltetrahydrofolate-homocysteine methyltransferase reductase 	374	1	1	0	0	0	hsa-miR-338-5p	-0.23	-0.25	N/A
RPS4X	ENST00000316084.6	ribosomal protein S4, X-linked 	8836	1	0	1	0	0	hsa-miR-338-5p	-0.23	-0.23	N/A
MAGEB16	ENST00000399988.1	melanoma antigen family B, 16 	5	2	0	2	0	0	hsa-miR-338-5p	-0.23	-0.23	N/A
FEM1C	ENST00000274457.3	fem-1 homolog c (C. elegans) 	222	3	1	1	1	3	hsa-miR-338-5p	-0.23	-0.29	N/A
ANKRD10	ENST00000375758.5	ankyrin repeat domain 10 	37	1	1	0	0	1	hsa-miR-338-5p	-0.23	-0.28	N/A
CLK4	ENST00000316308.4	CDC-like kinase 4 	218	2	1	0	1	0	hsa-miR-338-5p	-0.23	-0.39	N/A
AL590483.1	ENST00000598000.1	Uncharacterized protein; cDNA FLJ42623 fis, clone BRACE3015894  	5	2	1	1	0	0	hsa-miR-338-5p	-0.23	-0.23	N/A
MEIS1	ENST00000444274.2	Meis homeobox 1 	533	1	1	0	0	0	hsa-miR-338-5p	-0.23	-0.23	N/A
NEK7	ENST00000367385.4	NIMA-related kinase 7 	12	2	2	0	0	1	hsa-miR-338-5p	-0.22	-0.33	N/A
FERMT2	ENST00000395631.2	fermitin family member 2 	5888	2	1	1	0	1	hsa-miR-338-5p	-0.22	-0.24	N/A
PIGA	ENST00000542278.1	phosphatidylinositol glycan anchor biosynthesis, class A 	104	1	1	0	0	1	hsa-miR-338-5p	-0.22	-0.23	N/A
AXDND1	ENST00000457238.2	axonemal dynein light chain domain containing 1 	5	1	0	1	0	1	hsa-miR-338-5p	-0.22	-0.22	N/A
PCDHB15	ENST00000231173.3	protocadherin beta 15 	33	3	0	2	1	0	hsa-miR-338-5p	-0.22	-0.26	N/A
PPIL3	ENST00000286175.8	peptidylprolyl isomerase (cyclophilin)-like 3 	96	1	0	1	0	1	hsa-miR-338-5p	-0.22	-0.26	N/A
RND3	ENST00000375734.2	Rho family GTPase 3 	574	1	1	0	0	1	hsa-miR-338-5p	-0.22	-0.28	N/A
TMEM106A	ENST00000331615.3	transmembrane protein 106A 	22	1	1	0	0	0	hsa-miR-338-5p	-0.22	-0.22	N/A
AIMP1	ENST00000394701.4	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 	740	3	1	2	0	0	hsa-miR-338-5p	-0.22	-0.33	N/A
PSMA3	ENST00000412908.2	proteasome (prosome, macropain) subunit, alpha type, 3 	1234	1	0	0	1	0	hsa-miR-338-5p	-0.22	-0.22	N/A
ZNF543	ENST00000321545.4	zinc finger protein 543 	51	1	1	0	0	0	hsa-miR-338-5p	-0.22	-0.26	N/A
SNRPE	ENST00000414487.2	small nuclear ribonucleoprotein polypeptide E 	1075	1	0	1	0	0	hsa-miR-338-5p	-0.22	-0.22	N/A
MAGEA10	ENST00000370323.4	melanoma antigen family A, 10 	5	2	1	1	0	0	hsa-miR-338-5p	-0.22	-0.22	N/A
FOXJ3	ENST00000372571.1	forkhead box J3 	329	2	1	1	0	1	hsa-miR-338-5p	-0.22	-0.22	N/A
ARL15	ENST00000502271.1	ADP-ribosylation factor-like 15 	119	1	0	1	0	1	hsa-miR-338-5p	-0.22	-0.26	N/A
OR52N2	ENST00000317037.2	olfactory receptor, family 52, subfamily N, member 2 	5	1	0	1	0	0	hsa-miR-338-5p	-0.22	-0.22	N/A
RP11-169F17.1	ENST00000581862.1	Protein LOC400655  	5	3	0	1	2	1	hsa-miR-338-5p	-0.22	-0.22	N/A
NRBF2	ENST00000277746.6	nuclear receptor binding factor 2 	11	2	0	0	2	0	hsa-miR-338-5p	-0.22	-0.22	N/A
EIF1B	ENST00000232905.3	eukaryotic translation initiation factor 1B 	1106	1	0	1	0	1	hsa-miR-338-5p	-0.22	-0.22	N/A
NR1D1	ENST00000246672.3	nuclear receptor subfamily 1, group D, member 1 	113	1	0	1	0	0	hsa-miR-338-5p	-0.22	-0.22	N/A
PFDN2	ENST00000368010.3	prefoldin subunit 2 	8523	1	0	0	1	1	hsa-miR-338-5p	-0.22	-0.22	N/A
DSC3	ENST00000434452.1	desmocollin 3 	390	3	2	0	1	0	hsa-miR-338-5p	-0.22	-0.23	N/A
TBK1	ENST00000331710.5	TANK-binding kinase 1 	54	1	1	0	0	0	hsa-miR-338-5p	-0.21	-0.21	N/A
FST	ENST00000256759.3	follistatin 	53	1	0	1	0	1	hsa-miR-338-5p	-0.21	-0.23	N/A
NAMPTL	ENST00000543053.1	nicotinamide phosphoribosyltransferase-like 	5	1	0	0	1	0	hsa-miR-338-5p	-0.21	-0.21	N/A
GALK2	ENST00000327171.3	galactokinase 2 	626	1	0	1	0	0	hsa-miR-338-5p	-0.21	-0.22	N/A
HOXA5	ENST00000222726.3	homeobox A5 	63	2	0	1	1	0	hsa-miR-338-5p	-0.21	-0.21	N/A
KALRN	ENST00000393496.1	kalirin, RhoGEF kinase 	83	1	1	0	0	0	hsa-miR-338-5p	-0.21	-0.21	N/A
NUP35	ENST00000295119.4	nucleoporin 35kDa 	210	1	0	0	1	0	hsa-miR-338-5p	-0.21	-0.21	N/A
C4orf45	ENST00000434826.2	chromosome 4 open reading frame 45 	5	1	0	1	0	0	hsa-miR-338-5p	-0.21	-0.21	N/A
ZNF93	ENST00000592160.1	zinc finger protein 93 	5	1	0	1	0	1	hsa-miR-338-5p	-0.21	-0.21	N/A
WDR20	ENST00000335263.5	WD repeat domain 20 	288	1	1	0	0	0	hsa-miR-338-5p	-0.21	-0.24	N/A
CCDC140	ENST00000295226.1	coiled-coil domain containing 140 	5	1	1	0	0	0	hsa-miR-338-5p	-0.21	-0.21	N/A
PSTK	ENST00000405485.1	phosphoseryl-tRNA kinase 	530	1	1	0	0	0	hsa-miR-338-5p	-0.21	-0.21	N/A
TRA2B	ENST00000453386.2	transformer 2 beta homolog (Drosophila) 	1868	5	0	2	3	2	hsa-miR-338-5p	-0.21	-0.34	N/A
IFNA6	ENST00000380210.1	interferon, alpha 6 	5	1	0	1	0	0	hsa-miR-338-5p	-0.21	-0.21	N/A
ZNF488	ENST00000494156.1	zinc finger protein 488 	61	3	0	3	0	1	hsa-miR-338-5p	-0.21	-0.23	N/A
ANKRD46	ENST00000335659.3	ankyrin repeat domain 46 	33	1	0	0	1	1	hsa-miR-338-5p	-0.21	-0.21	N/A
BEX1	ENST00000372728.3	brain expressed, X-linked 1 	11	1	0	1	0	0	hsa-miR-338-5p	-0.21	-0.21	N/A
HEATR5A	ENST00000389961.3	HEAT repeat containing 5A 	367	2	1	0	1	1	hsa-miR-338-5p	-0.21	-0.27	N/A
RGS17	ENST00000367225.2	regulator of G-protein signaling 17 	11	4	2	0	2	2	hsa-miR-338-5p	-0.21	-0.39	N/A
MSH2	ENST00000233146.2	mutS homolog 2 	1468	1	0	1	0	2	hsa-miR-338-5p	-0.21	-0.21	N/A
RCN2	ENST00000394885.3	reticulocalbin 2, EF-hand calcium binding domain 	4448	4	0	2	2	4	hsa-miR-338-5p	-0.21	-0.27	N/A
IL7	ENST00000263851.4	interleukin 7 	5	1	1	0	0	0	hsa-miR-338-5p	-0.21	-0.21	N/A
FPGT	ENST00000370894.5	fucose-1-phosphate guanylyltransferase 	108	2	1	1	0	1	hsa-miR-338-5p	-0.21	-0.41	N/A
PI4K2B	ENST00000264864.6	phosphatidylinositol 4-kinase type 2 beta 	931	2	1	0	1	0	hsa-miR-338-5p	-0.21	-0.21	N/A
ANKRD32	ENST00000265140.5	ankyrin repeat domain 32 	2982	1	1	0	0	3	hsa-miR-338-5p	-0.21	-0.21	N/A
ARIH1	ENST00000379887.4	ariadne RBR E3 ubiquitin protein ligase 1 	671	2	2	0	0	1	hsa-miR-338-5p	-0.21	-0.28	N/A
CCNB3	ENST00000376042.1	cyclin B3 	5	1	0	1	0	1	hsa-miR-338-5p	-0.21	-0.21	N/A
FAM13C	ENST00000373867.3	family with sequence similarity 13, member C 	343	1	1	0	0	1	hsa-miR-338-5p	-0.21	-0.21	N/A
GRPEL2	ENST00000329271.3	GrpE-like 2, mitochondrial (E. coli) 	79	3	1	1	1	0	hsa-miR-338-5p	-0.21	-0.24	N/A
COX7B	ENST00000481445.1	cytochrome c oxidase subunit VIIb 	83	2	1	0	1	0	hsa-miR-338-5p	-0.21	-0.24	N/A
RNF219	ENST00000282003.6	ring finger protein 219 	680	1	1	0	0	2	hsa-miR-338-5p	-0.21	-0.21	N/A
TEC	ENST00000381501.3	tec protein tyrosine kinase 	11	1	1	0	0	0	hsa-miR-338-5p	-0.21	-0.21	N/A
ATP2A2	ENST00000395494.2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 	2042	3	1	1	1	3	hsa-miR-338-5p	-0.21	-0.21	N/A
SOAT1	ENST00000367619.3	sterol O-acyltransferase 1 	654	2	1	0	1	4	hsa-miR-338-5p	-0.21	-0.25	N/A
PTF1A	ENST00000376504.3	pancreas specific transcription factor, 1a 	5	1	1	0	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
LYPD6	ENST00000334166.4	LY6/PLAUR domain containing 6 	261	1	1	0	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
TSHZ1	ENST00000322038.5	teashirt zinc finger homeobox 1 	174	2	1	1	0	0	hsa-miR-338-5p	-0.20	-0.25	N/A
LRMP	ENST00000547044.1	lymphoid-restricted membrane protein 	46	1	0	1	0	0	hsa-miR-338-5p	-0.20	-0.23	N/A
RPL37	ENST00000274242.5	ribosomal protein L37 	1785	2	1	1	0	1	hsa-miR-338-5p	-0.20	-0.26	N/A
SLC10A2	ENST00000245312.3	solute carrier family 10 (sodium/bile acid cotransporter), member 2 	5	2	0	2	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
L2HGDH	ENST00000267436.4	L-2-hydroxyglutarate dehydrogenase 	893	2	1	1	0	2	hsa-miR-338-5p	-0.20	-0.26	N/A
LRP5L	ENST00000402859.2	low density lipoprotein receptor-related protein 5-like 	20	1	0	0	1	0	hsa-miR-338-5p	-0.20	-0.20	N/A
SIRT1	ENST00000212015.6	sirtuin 1 	220	2	1	0	1	0	hsa-miR-338-5p	-0.20	-0.22	N/A
PCNA	ENST00000379143.5	proliferating cell nuclear antigen 	157	1	0	1	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
OLFM3	ENST00000370103.4	olfactomedin 3 	8	2	0	0	2	2	hsa-miR-338-5p	-0.20	-0.24	N/A
NXPH1	ENST00000405863.1	neurexophilin 1 	5	2	1	0	1	1	hsa-miR-338-5p	-0.20	-0.20	N/A
GDI2	ENST00000380191.4	GDP dissociation inhibitor 2 	664	1	1	0	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
UGT2B10	ENST00000265403.7	UDP glucuronosyltransferase 2 family, polypeptide B10 	5	1	0	1	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
TM6SF1	ENST00000379390.6	transmembrane 6 superfamily member 1 	211	2	0	1	1	1	hsa-miR-338-5p	-0.20	-0.22	N/A
CMAS	ENST00000229329.2	cytidine monophosphate N-acetylneuraminic acid synthetase 	444	2	0	1	1	0	hsa-miR-338-5p	-0.20	-0.22	N/A
POU5F2	ENST00000510627.4	POU domain class 5, transcription factor 2 	5	1	0	1	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
KIAA1109	ENST00000388738.3	KIAA1109 	591	1	0	1	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
PXT1	ENST00000454782.2	peroxisomal, testis specific 1 	5	1	0	1	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
LEPROTL1	ENST00000321250.8	leptin receptor overlapping transcript-like 1 	1242	1	0	0	1	3	hsa-miR-338-5p	-0.20	-0.20	N/A
C10orf88	ENST00000481909.1	chromosome 10 open reading frame 88 	269	3	0	0	3	0	hsa-miR-338-5p	-0.20	-0.20	N/A
OAS3	ENST00000548514.1	2'-5'-oligoadenylate synthetase 3, 100kDa 	62	1	0	1	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
SAFB	ENST00000292123.5	scaffold attachment factor B 	391	1	1	0	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
TBPL2	ENST00000247219.5	TATA box binding protein like 2 	5	2	2	0	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
RHAG	ENST00000371175.4	Rh-associated glycoprotein 	5	1	0	1	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
C1orf63	ENST00000243189.7	chromosome 1 open reading frame 63 	914	2	0	1	1	0	hsa-miR-338-5p	-0.20	-0.40	N/A
CD274	ENST00000381573.4	CD274 molecule 	351	1	1	0	0	1	hsa-miR-338-5p	-0.20	-0.20	N/A
COX17	ENST00000261070.2	COX17 cytochrome c oxidase copper chaperone 	40	1	0	0	1	2	hsa-miR-338-5p	-0.20	-0.23	N/A
IPO7	ENST00000379719.3	importin 7 	1331	1	0	0	1	2	hsa-miR-338-5p	-0.20	-0.20	N/A
WBP5	ENST00000372661.3	WW domain binding protein 5 	32	1	0	0	1	0	hsa-miR-338-5p	-0.20	-0.20	N/A
PLS1	ENST00000457734.2	plastin 1 	467	1	1	0	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
TOB1	ENST00000499247.2	transducer of ERBB2, 1 	102	2	0	2	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
HIAT1	ENST00000370152.3	hippocampus abundant transcript 1 	1473	1	1	0	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
PPP2R5A	ENST00000261461.2	protein phosphatase 2, regulatory subunit B', alpha 	13	1	1	0	0	1	hsa-miR-338-5p	-0.20	-0.20	N/A
ZNF860	ENST00000360311.4	zinc finger protein 860 	85	1	1	0	0	2	hsa-miR-338-5p	-0.20	-0.20	N/A
WISP3	ENST00000361714.1	WNT1 inducible signaling pathway protein 3 	5	1	1	0	0	0	hsa-miR-338-5p	-0.20	-0.20	N/A
FMNL2	ENST00000288670.9	formin-like 2 	31	3	1	1	1	0	hsa-miR-338-5p	-0.19	-0.21	N/A
PLGLB1	ENST00000355705.3	plasminogen-like B1 	5	1	0	1	0	2	hsa-miR-338-5p	-0.19	-0.19	N/A
PLGLB2	ENST00000359481.4	plasminogen-like B2 	5	1	0	1	0	2	hsa-miR-338-5p	-0.19	-0.19	N/A
WDR61	ENST00000558311.1	WD repeat domain 61 	1987	1	0	0	1	0	hsa-miR-338-5p	-0.19	-0.19	N/A
EDIL3	ENST00000296591.5	EGF-like repeats and discoidin I-like domains 3 	2825	2	1	0	1	3	hsa-miR-338-5p	-0.19	-0.24	N/A
MICU2	ENST00000382374.4	mitochondrial calcium uptake 2 	68	1	0	1	0	1	hsa-miR-338-5p	-0.19	-0.22	N/A
RPIA	ENST00000283646.4	ribose 5-phosphate isomerase A 	415	1	0	1	0	2	hsa-miR-338-5p	-0.19	-0.22	N/A
CXCL14	ENST00000337225.5	chemokine (C-X-C motif) ligand 14 	5	1	0	1	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
MEF2D	ENST00000464356.2	myocyte enhancer factor 2D 	759	1	1	0	0	1	hsa-miR-338-5p	-0.19	-0.21	N/A
TMEM38B	ENST00000374692.3	transmembrane protein 38B 	755	2	0	2	0	0	hsa-miR-338-5p	-0.19	-0.22	N/A
BEX4	ENST00000372695.5	brain expressed, X-linked 4 	136	1	0	1	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
TBX18	ENST00000369663.5	T-box 18 	54	1	1	0	0	2	hsa-miR-338-5p	-0.19	-0.22	N/A
ARNTL2	ENST00000546179.1	aryl hydrocarbon receptor nuclear translocator-like 2 	283	3	0	3	0	1	hsa-miR-338-5p	-0.19	-0.25	N/A
BCAP29	ENST00000005259.4	B-cell receptor-associated protein 29 	326	1	0	0	1	2	hsa-miR-338-5p	-0.19	-0.22	N/A
TMEM196	ENST00000405844.1	transmembrane protein 196 	5	1	1	0	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
ZNF615	ENST00000602063.1	zinc finger protein 615 	30	1	1	0	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
CBX3	ENST00000337620.4	chromobox homolog 3 	889	2	0	1	1	0	hsa-miR-338-5p	-0.19	-0.20	N/A
CCBE1	ENST00000439986.4	collagen and calcium binding EGF domains 1 	54	1	1	0	0	2	hsa-miR-338-5p	-0.19	-0.24	N/A
DYNC2LI1	ENST00000260605.8	dynein, cytoplasmic 2, light intermediate chain 1 	16	1	0	0	1	1	hsa-miR-338-5p	-0.19	-0.19	N/A
C2orf91	ENST00000378711.2	chromosome 2 open reading frame 91 	5	2	1	0	1	0	hsa-miR-338-5p	-0.19	-0.19	N/A
C20orf197	ENST00000313426.1	chromosome 20 open reading frame 197 	5	1	0	1	0	2	hsa-miR-338-5p	-0.19	-0.19	N/A
RPL7	ENST00000396467.1	ribosomal protein L7 	271	1	0	1	0	1	hsa-miR-338-5p	-0.19	-0.23	N/A
TAF1A	ENST00000543857.1	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa 	18	2	2	0	0	3	hsa-miR-338-5p	-0.19	-0.27	N/A
C12orf60	ENST00000330828.2	chromosome 12 open reading frame 60 	11	2	0	2	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
MAP4K3	ENST00000263881.3	mitogen-activated protein kinase kinase kinase kinase 3 	796	2	1	0	1	1	hsa-miR-338-5p	-0.19	-0.19	N/A
FBXO28	ENST00000424254.2	F-box protein 28 	461	3	0	3	0	1	hsa-miR-338-5p	-0.19	-0.27	N/A
PTPRM	ENST00000332175.8	protein tyrosine phosphatase, receptor type, M 	553	1	1	0	0	2	hsa-miR-338-5p	-0.19	-0.21	N/A
TRIM44	ENST00000299413.5	tripartite motif containing 44 	4203	2	1	0	1	2	hsa-miR-338-5p	-0.19	-0.20	N/A
CA2	ENST00000285379.5	carbonic anhydrase II 	181	1	1	0	0	0	hsa-miR-338-5p	-0.19	-0.45	N/A
NUDT4	ENST00000337179.5	nudix (nucleoside diphosphate linked moiety X)-type motif 4 	41	2	1	1	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
SCHIP1	ENST00000445224.2	schwannomin interacting protein 1 	891	1	0	1	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
PTS	ENST00000525803.1	6-pyruvoyltetrahydropterin synthase 	1526	1	0	1	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
ATP2B1	ENST00000261173.2	ATPase, Ca++ transporting, plasma membrane 1 	699	2	1	1	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
DDX5	ENST00000225792.5	DEAD (Asp-Glu-Ala-Asp) box helicase 5 	5537	1	0	1	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
AC102948.2	ENST00000412360.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-338-5p	-0.19	-0.19	N/A
POLR2M	ENST00000299638.3	polymerase (RNA) II (DNA directed) polypeptide M 	21	5	1	4	0	0	hsa-miR-338-5p	-0.19	-0.19	N/A
METTL3	ENST00000298717.4	methyltransferase like 3 	1795	1	0	0	1	0	hsa-miR-338-5p	-0.19	-0.19	N/A
COX18	ENST00000295890.4	COX18 cytochrome C oxidase assembly factor 	356	4	1	2	1	0	hsa-miR-338-5p	-0.19	-0.23	N/A
BET1	ENST00000222547.3	Bet1 golgi vesicular membrane trafficking protein 	722	1	0	1	0	2	hsa-miR-338-5p	-0.19	-0.22	N/A
SRSF4	ENST00000373795.4	serine/arginine-rich splicing factor 4 	2524	1	0	1	0	1	hsa-miR-338-5p	-0.18	-0.19	N/A
EFEMP1	ENST00000394555.2	EGF containing fibulin-like extracellular matrix protein 1 	992	1	0	1	0	0	hsa-miR-338-5p	-0.18	-0.18	N/A
DKFZP779J2370	ENST00000378904.2		20	1	0	0	1	1	hsa-miR-338-5p	-0.18	-0.18	N/A
C1orf185	ENST00000371759.2	chromosome 1 open reading frame 185 	5	1	0	0	1	0	hsa-miR-338-5p	-0.18	-0.18	N/A
DYRK1A	ENST00000339659.4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A 	448	2	1	0	1	0	hsa-miR-338-5p	-0.18	-0.19	N/A
