Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
ALG13	ENST00000371979.3	ALG13, UDP-N-acetylglucosaminyltransferase subunit 	612	2	0	1	1	0	rno-miR-338-5p	-0.18	-0.29	N/A
BLNK	ENST00000224337.5	B-cell linker 	5	1	0	1	0	0	rno-miR-338-5p	-0.18	-0.18	N/A
TMEM52B	ENST00000298530.3	transmembrane protein 52B 	11	2	1	0	1	0	rno-miR-338-5p	-0.18	-0.18	N/A
LRRC7	ENST00000310961.5	leucine rich repeat containing 7 	18	2	2	0	0	0	rno-miR-338-5p	-0.18	-0.18	N/A
VMA21	ENST00000330374.6	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) 	2162	4	1	2	1	1	rno-miR-338-5p	-0.18	-0.21	N/A
JMJD6	ENST00000397625.4	jumonji domain containing 6 	416	1	0	1	0	0	rno-miR-338-5p	-0.18	-0.21	N/A
SUV39H2	ENST00000313519.5	suppressor of variegation 3-9 homolog 2 (Drosophila) 	54	2	0	1	1	1	rno-miR-338-5p	-0.18	-0.40	N/A
CFH	ENST00000367429.4	complement factor H 	82	1	0	1	0	0	rno-miR-338-5p	-0.18	-0.18	N/A
KPNA5	ENST00000368564.1	karyopherin alpha 5 (importin alpha 6) 	76	1	0	1	0	3	rno-miR-338-5p	-0.18	-0.21	N/A
DENND1C	ENST00000381480.2	DENN/MADD domain containing 1C 	5	1	0	0	1	0	rno-miR-338-5p	-0.18	-0.18	N/A
UBXN4	ENST00000272638.9	UBX domain protein 4 	3678	1	1	0	0	0	rno-miR-338-5p	-0.18	-0.18	N/A
PFDN4	ENST00000371419.2	prefoldin subunit 4 	4331	1	0	1	0	0	rno-miR-338-5p	-0.18	-0.24	N/A
NXPH1	ENST00000405863.1	neurexophilin 1 	5	1	1	0	0	1	rno-miR-338-5p	-0.18	-0.18	N/A
PROS1	ENST00000394236.3	protein S (alpha) 	457	1	1	0	0	0	rno-miR-338-5p	-0.18	-0.18	N/A
STAG2	ENST00000371160.1	stromal antigen 2 	216	2	0	1	1	1	rno-miR-338-5p	-0.18	-0.20	N/A
ATE1	ENST00000369043.3	arginyltransferase 1 	237	1	1	0	0	1	rno-miR-338-5p	-0.18	-0.18	N/A
MUT	ENST00000274813.3	methylmalonyl CoA mutase 	49	2	0	2	0	1	rno-miR-338-5p	-0.18	-0.22	N/A
MARS2	ENST00000282276.6	methionyl-tRNA synthetase 2, mitochondrial 	391	1	1	0	0	0	rno-miR-338-5p	-0.18	-0.22	N/A
SRSF4	ENST00000373795.4	serine/arginine-rich splicing factor 4 	2524	1	0	1	0	1	rno-miR-338-5p	-0.18	-0.18	N/A
KAT2B	ENST00000263754.4	K(lysine) acetyltransferase 2B 	117	2	1	1	0	1	rno-miR-338-5p	-0.17	-0.22	N/A
PTF1A	ENST00000376504.3	pancreas specific transcription factor, 1a 	5	1	1	0	0	0	rno-miR-338-5p	-0.17	-0.17	N/A
DDIT4L	ENST00000273990.2	DNA-damage-inducible transcript 4-like 	87	1	0	1	0	0	rno-miR-338-5p	-0.17	-0.17	N/A
PRTFDC1	ENST00000376378.1	phosphoribosyl transferase domain containing 1 	155	2	0	2	0	0	rno-miR-338-5p	-0.17	-0.31	N/A
SLC35A3	ENST00000465289.1	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 	191	3	2	0	1	1	rno-miR-338-5p	-0.17	-0.33	N/A
AL590483.1	ENST00000598000.1	Uncharacterized protein; cDNA FLJ42623 fis, clone BRACE3015894  	5	1	1	0	0	0	rno-miR-338-5p	-0.17	-0.17	N/A
XRCC6	ENST00000402580.3	X-ray repair complementing defective repair in Chinese hamster cells 6 	47	1	0	1	0	0	rno-miR-338-5p	-0.17	-0.23	N/A
FZD7	ENST00000286201.1	frizzled family receptor 7 	319	1	1	0	0	0	rno-miR-338-5p	-0.17	-0.21	N/A
MAP2K1	ENST00000307102.5	mitogen-activated protein kinase kinase 1 	8	2	0	1	1	1	rno-miR-338-5p	-0.17	-0.19	N/A
PAN3	ENST00000282391.5	PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) 	361	3	1	2	0	0	rno-miR-338-5p	-0.17	-0.17	N/A
SGK3	ENST00000345714.4	serum/glucocorticoid regulated kinase family, member 3 	56	1	1	0	0	0	rno-miR-338-5p	-0.17	-0.25	N/A
KRT23	ENST00000209718.3	keratin 23 (histone deacetylase inducible) 	5	1	0	1	0	0	rno-miR-338-5p	-0.17	-0.17	N/A
KIAA0408	ENST00000483725.3	KIAA0408 	95	2	2	0	0	0	rno-miR-338-5p	-0.17	-0.21	N/A
FOXD1	ENST00000499003.3	forkhead box D1 	423	2	0	0	2	0	rno-miR-338-5p	-0.17	-0.17	N/A
IL26	ENST00000229134.4	interleukin 26 	5	1	0	0	1	1	rno-miR-338-5p	-0.17	-0.17	N/A
VPS28	ENST00000529182.1	vacuolar protein sorting 28 homolog (S. cerevisiae) 	495	1	0	1	0	0	rno-miR-338-5p	-0.17	-0.17	N/A
SCML2	ENST00000251900.4	sex comb on midleg-like 2 (Drosophila) 	7	2	0	1	1	1	rno-miR-338-5p	-0.17	-0.17	N/A
RGMB	ENST00000308234.7	RGM domain family, member B 	6087	1	0	1	0	0	rno-miR-338-5p	-0.17	-0.17	N/A
ID4	ENST00000378700.3	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein 	3400	3	1	1	1	0	rno-miR-338-5p	-0.17	-0.21	N/A
LEPR	ENST00000371060.3	leptin receptor 	169	1	1	0	0	0	rno-miR-338-5p	-0.17	-0.17	N/A
TARBP1	ENST00000040877.1	TAR (HIV-1) RNA binding protein 1 	596	1	0	1	0	0	rno-miR-338-5p	-0.17	-0.17	N/A
DACH1	ENST00000305425.4	dachshund homolog 1 (Drosophila) 	18	3	0	1	2	1	rno-miR-338-5p	-0.16	-0.18	N/A
CALCRL	ENST00000392370.3	calcitonin receptor-like 	18	1	0	0	1	2	rno-miR-338-5p	-0.16	-0.31	N/A
MBD5	ENST00000407073.1	methyl-CpG binding domain protein 5 	7	4	1	1	2	1	rno-miR-338-5p	-0.16	-0.16	N/A
ZFX	ENST00000539115.1	zinc finger protein, X-linked 	583	6	1	2	3	2	rno-miR-338-5p	-0.16	-0.24	N/A
RAB3A	ENST00000222256.4	RAB3A, member RAS oncogene family 	10	2	0	1	1	0	rno-miR-338-5p	-0.16	-0.16	N/A
HNF4G	ENST00000396423.2	hepatocyte nuclear factor 4, gamma 	5	2	0	1	1	1	rno-miR-338-5p	-0.16	-0.16	N/A
DAZL	ENST00000250863.8	deleted in azoospermia-like 	5	2	1	0	1	1	rno-miR-338-5p	-0.16	-0.16	N/A
TFRC	ENST00000540528.1	transferrin receptor 	296	1	0	0	1	1	rno-miR-338-5p	-0.16	-0.17	N/A
PRIMA1	ENST00000393140.1	proline rich membrane anchor 1 	5	1	1	0	0	0	rno-miR-338-5p	-0.16	-0.16	N/A
VGLL3	ENST00000398399.2	vestigial like 3 (Drosophila) 	187	2	1	1	0	2	rno-miR-338-5p	-0.16	-0.18	N/A
PACRGL	ENST00000502374.1	PARK2 co-regulated-like 	314	1	1	0	0	1	rno-miR-338-5p	-0.16	-0.24	N/A
CD36	ENST00000447544.2	CD36 molecule (thrombospondin receptor) 	5	1	0	1	0	0	rno-miR-338-5p	-0.16	-0.16	N/A
RP11-863K10.7	ENST00000330539.1	Uncharacterized protein  	5	1	0	1	0	1	rno-miR-338-5p	-0.16	-0.16	N/A
ITGB2	ENST00000397852.1	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit) 	10	1	0	1	0	0	rno-miR-338-5p	-0.16	-0.16	N/A
C8orf44-SGK3	ENST00000519289.1	C8orf44-SGK3 readthrough 	56	1	1	0	0	0	rno-miR-338-5p	-0.16	-0.28	N/A
L2HGDH	ENST00000267436.4	L-2-hydroxyglutarate dehydrogenase 	893	1	1	0	0	0	rno-miR-338-5p	-0.16	-0.18	N/A
TSHZ1	ENST00000322038.5	teashirt zinc finger homeobox 1 	174	2	1	1	0	0	rno-miR-338-5p	-0.16	-0.18	N/A
MBIP	ENST00000416007.4	MAP3K12 binding inhibitory protein 1 	300	1	0	0	1	0	rno-miR-338-5p	-0.16	-0.16	N/A
ERMN	ENST00000410096.1	ermin, ERM-like protein 	5	1	1	0	0	0	rno-miR-338-5p	-0.16	-0.16	N/A
MAEA	ENST00000303400.4	macrophage erythroblast attacher 	5906	1	1	0	0	0	rno-miR-338-5p	-0.16	-0.16	N/A
TM4SF20	ENST00000304568.3	transmembrane 4 L six family member 20 	5	1	0	0	1	0	rno-miR-338-5p	-0.16	-0.16	N/A
YES1	ENST00000577961.1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 	168	2	1	1	0	2	rno-miR-338-5p	-0.16	-0.16	N/A
TMEM38B	ENST00000374692.3	transmembrane protein 38B 	755	1	0	1	0	1	rno-miR-338-5p	-0.16	-0.21	N/A
ZFY	ENST00000383052.1	zinc finger protein, Y-linked 	5	3	1	0	2	1	rno-miR-338-5p	-0.16	-0.16	N/A
ABTB2	ENST00000435224.2	ankyrin repeat and BTB (POZ) domain containing 2 	5	1	1	0	0	0	rno-miR-338-5p	-0.16	-0.16	N/A
GATM	ENST00000396659.3	glycine amidinotransferase (L-arginine:glycine amidinotransferase) 	586	1	1	0	0	0	rno-miR-338-5p	-0.16	-0.16	N/A
ZFAND4	ENST00000344646.5	zinc finger, AN1-type domain 4 	74	1	0	1	0	0	rno-miR-338-5p	-0.16	-0.16	N/A
HOXD1	ENST00000331462.4	homeobox D1 	35	1	1	0	0	0	rno-miR-338-5p	-0.16	-0.16	N/A
NR5A2	ENST00000367362.3	nuclear receptor subfamily 5, group A, member 2 	121	2	1	0	1	1	rno-miR-338-5p	-0.16	-0.19	N/A
MTIF2	ENST00000403721.1	mitochondrial translational initiation factor 2 	21	1	0	1	0	0	rno-miR-338-5p	-0.16	-0.23	N/A
CYS1	ENST00000381813.4	cystin 1 	22	1	1	0	0	0	rno-miR-338-5p	-0.16	-0.17	N/A
FSBP	ENST00000481490.2	fibrinogen silencer binding protein 	36	1	1	0	0	2	rno-miR-338-5p	-0.16	-0.19	N/A
PSMA8	ENST00000343848.6	proteasome (prosome, macropain) subunit, alpha type, 8 	5	1	0	1	0	1	rno-miR-338-5p	-0.15	-0.15	N/A
NMU	ENST00000511469.1	neuromedin U 	7	1	0	0	1	0	rno-miR-338-5p	-0.15	-0.15	N/A
TMEM161B	ENST00000506536.1	transmembrane protein 161B 	14	2	0	1	1	0	rno-miR-338-5p	-0.15	-0.21	N/A
TXNDC11	ENST00000283033.5	thioredoxin domain containing 11 	135	1	0	0	1	0	rno-miR-338-5p	-0.15	-0.15	N/A
TMPRSS9	ENST00000332578.3	transmembrane protease, serine 9 	124	1	0	1	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
BRS3	ENST00000370648.3	bombesin-like receptor 3 	5	1	1	0	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
NXF1	ENST00000531709.2	nuclear RNA export factor 1 	1017	3	1	1	1	0	rno-miR-338-5p	-0.15	-0.17	N/A
TMEM159	ENST00000572258.1	transmembrane protein 159 	159	1	0	1	0	0	rno-miR-338-5p	-0.15	-0.16	N/A
FAM199X	ENST00000493442.1	family with sequence similarity 199, X-linked 	856	2	1	0	1	1	rno-miR-338-5p	-0.15	-0.16	N/A
BTG3	ENST00000339775.6	BTG family, member 3 	3656	1	0	1	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
HORMAD1	ENST00000368995.4	HORMA domain containing 1 	153	1	0	1	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
TMEM47	ENST00000275954.3	transmembrane protein 47 	129	2	1	1	0	2	rno-miR-338-5p	-0.15	-0.20	N/A
PTPN22	ENST00000460620.1	protein tyrosine phosphatase, non-receptor type 22 (lymphoid) 	5	2	0	1	1	1	rno-miR-338-5p	-0.15	-0.15	N/A
WTAP	ENST00000358372.4	Wilms tumor 1 associated protein 	286	1	0	0	1	0	rno-miR-338-5p	-0.15	-0.15	N/A
KRTAP2-2	ENST00000398477.1	keratin associated protein 2-2 	5	1	0	1	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
DDX5	ENST00000225792.5	DEAD (Asp-Glu-Ala-Asp) box helicase 5 	5537	1	0	1	0	2	rno-miR-338-5p	-0.15	-0.17	N/A
NPL	ENST00000367553.1	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase) 	19	1	0	0	1	0	rno-miR-338-5p	-0.15	-0.15	N/A
CRHR2	ENST00000506074.2	corticotropin releasing hormone receptor 2 	5	1	0	1	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
ZNF23	ENST00000497160.1	zinc finger protein 23 	5	2	0	2	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
LEPROT	ENST00000371065.4	leptin receptor overlapping transcript 	397	2	1	0	1	0	rno-miR-338-5p	-0.15	-0.18	N/A
BEX2	ENST00000372677.3	brain expressed X-linked 2 	9	1	0	1	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
SLIT2	ENST00000504154.1	slit homolog 2 (Drosophila) 	579	3	1	1	1	1	rno-miR-338-5p	-0.15	-0.17	N/A
ETS1	ENST00000345075.4	v-ets avian erythroblastosis virus E26 oncogene homolog 1 	1423	2	1	1	0	2	rno-miR-338-5p	-0.15	-0.15	N/A
SHOC2	ENST00000369452.4	soc-2 suppressor of clear homolog (C. elegans) 	437	1	0	1	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
NAP1L3	ENST00000373079.3	nucleosome assembly protein 1-like 3 	5	2	0	0	2	0	rno-miR-338-5p	-0.15	-0.15	N/A
KRIT1	ENST00000394507.1	KRIT1, ankyrin repeat containing 	574	1	1	0	0	0	rno-miR-338-5p	-0.15	-0.15	N/A
UBE2L3	ENST00000342192.4	ubiquitin-conjugating enzyme E2L 3 	1318	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
OPRK1	ENST00000265572.3	opioid receptor, kappa 1 	5	1	0	1	0	1	rno-miR-338-5p	-0.14	-0.14	N/A
TCF24	ENST00000563496.1	transcription factor 24 	11	1	1	0	0	0	rno-miR-338-5p	-0.14	-0.26	N/A
GRHL1	ENST00000405379.2	grainyhead-like 1 (Drosophila) 	147	1	0	1	0	1	rno-miR-338-5p	-0.14	-0.14	N/A
BAIAP3	ENST00000397488.2	BAI1-associated protein 3 	10	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
TSC22D2	ENST00000361875.3	TSC22 domain family, member 2 	1062	3	1	1	1	1	rno-miR-338-5p	-0.14	-0.18	N/A
CCDC122	ENST00000444614.3	coiled-coil domain containing 122 	103	1	0	1	0	1	rno-miR-338-5p	-0.14	-0.14	N/A
LIX1L	ENST00000369308.3	Lix1 homolog (mouse)-like 	695	1	1	0	0	2	rno-miR-338-5p	-0.14	-0.17	N/A
LIN52	ENST00000555028.1	lin-52 homolog (C. elegans) 	116	1	0	0	1	1	rno-miR-338-5p	-0.14	-0.16	N/A
ENPP4	ENST00000321037.4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative) 	114	1	1	0	0	1	rno-miR-338-5p	-0.14	-0.15	N/A
EML1	ENST00000262233.6	echinoderm microtubule associated protein like 1 	371	1	1	0	0	1	rno-miR-338-5p	-0.14	-0.14	N/A
EBF3	ENST00000368648.3	early B-cell factor 3 	101	2	1	0	1	0	rno-miR-338-5p	-0.14	-0.14	N/A
PDC	ENST00000391997.2	phosducin 	5	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
CALM2	ENST00000272298.7	calmodulin 2 (phosphorylase kinase, delta) 	22519	1	0	0	1	1	rno-miR-338-5p	-0.14	-0.14	N/A
KLHL22	ENST00000328879.4	kelch-like family member 22 	76	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
ZBBX	ENST00000392766.2	zinc finger, B-box domain containing 	5	1	1	0	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
NDFIP1	ENST00000253814.4	Nedd4 family interacting protein 1 	2478	1	0	1	0	2	rno-miR-338-5p	-0.14	-0.15	N/A
CTD-2510F5.6	ENST00000577660.1	Uncharacterized protein  	93	1	0	0	1	0	rno-miR-338-5p	-0.14	-0.14	N/A
HOXC4	ENST00000609810.1	homeobox C4 	508	1	0	0	1	1	rno-miR-338-5p	-0.14	-0.14	N/A
HOXC4	ENST00000430889.2	Homeobox protein Hox-C4  	508	1	0	0	1	1	rno-miR-338-5p	-0.14	-0.14	N/A
KIF18A	ENST00000263181.6	kinesin family member 18A 	152	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.15	N/A
MAK16	ENST00000360128.6	MAK16 homolog (S. cerevisiae) 	97	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
LRRC4	ENST00000249363.3	leucine rich repeat containing 4 	26	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
PTMA	ENST00000409115.3	prothymosin, alpha 	312	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
LURAP1L	ENST00000319264.3	leucine rich adaptor protein 1-like 	266	1	0	0	1	0	rno-miR-338-5p	-0.14	-0.14	N/A
IL20RA	ENST00000316649.5	interleukin 20 receptor, alpha 	40	1	0	0	1	1	rno-miR-338-5p	-0.14	-0.14	N/A
CCR5	ENST00000292303.4	chemokine (C-C motif) receptor 5 (gene/pseudogene) 	5	2	0	2	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
GPX2	ENST00000389614.5	glutathione peroxidase 2 (gastrointestinal) 	256	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
FBXO8	ENST00000393674.2	F-box protein 8 	50	2	0	1	1	0	rno-miR-338-5p	-0.14	-0.21	N/A
TBX22	ENST00000442340.1	T-box 22 	5	1	0	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
EOMES	ENST00000295743.4	eomesodermin 	28	1	1	0	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
BCL9	ENST00000234739.3	B-cell CLL/lymphoma 9 	70	2	1	1	0	0	rno-miR-338-5p	-0.14	-0.15	N/A
TTC8	ENST00000345383.5	tetratricopeptide repeat domain 8 	90	1	0	0	1	0	rno-miR-338-5p	-0.14	-0.14	N/A
SLC16A9	ENST00000395348.3	solute carrier family 16, member 9 	7	2	1	1	0	0	rno-miR-338-5p	-0.14	-0.14	N/A
SOS2	ENST00000216373.5	son of sevenless homolog 2 (Drosophila) 	70	1	1	0	0	1	rno-miR-338-5p	-0.13	-0.13	N/A
MARCH2	ENST00000602117.1	membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase 	909	1	0	0	1	0	rno-miR-338-5p	-0.13	-0.13	N/A
CUL2	ENST00000374746.1	cullin 2 	27	2	1	0	1	0	rno-miR-338-5p	-0.13	-0.33	N/A
DAAM2	ENST00000538976.1	dishevelled associated activator of morphogenesis 2 	5	1	1	0	0	0	rno-miR-338-5p	-0.13	-0.13	N/A
ABCB10	ENST00000344517.4	ATP-binding cassette, sub-family B (MDR/TAP), member 10 	53	1	1	0	0	0	rno-miR-338-5p	-0.13	-0.14	N/A
EIF4A2	ENST00000323963.5	eukaryotic translation initiation factor 4A2 	304	1	0	0	1	1	rno-miR-338-5p	-0.13	-0.16	N/A
P2RY14	ENST00000309170.3	purinergic receptor P2Y, G-protein coupled, 14 	5	1	0	1	0	0	rno-miR-338-5p	-0.13	-0.13	N/A
KLF13	ENST00000307145.3	Kruppel-like factor 13 	5	2	1	1	0	1	rno-miR-338-5p	-0.13	-0.13	N/A
CHN2	ENST00000222792.6	chimerin 2 	95	1	1	0	0	0	rno-miR-338-5p	-0.13	-0.15	N/A
LEO1	ENST00000299601.5	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) 	1152	1	0	0	1	0	rno-miR-338-5p	-0.13	-0.13	N/A
UBE2L6	ENST00000340573.4	ubiquitin-conjugating enzyme E2L 6 	4657	1	0	1	0	0	rno-miR-338-5p	-0.13	-0.13	N/A
DUSP6	ENST00000279488.7	dual specificity phosphatase 6 	1056	2	0	1	1	0	rno-miR-338-5p	-0.13	-0.13	N/A
PEX2	ENST00000357039.4	peroxisomal biogenesis factor 2 	662	1	0	0	1	1	rno-miR-338-5p	-0.13	-0.16	N/A
SPINK5	ENST00000359874.3	serine peptidase inhibitor, Kazal type 5 	17	1	0	1	0	0	rno-miR-338-5p	-0.13	-0.13	N/A
TOP1MT	ENST00000329245.4	topoisomerase (DNA) I, mitochondrial 	600	1	0	1	0	0	rno-miR-338-5p	-0.13	-0.13	N/A
CDC42SE2	ENST00000360515.3	CDC42 small effector 2 	1057	1	0	0	1	0	rno-miR-338-5p	-0.13	-0.13	N/A
MIPOL1	ENST00000327441.7	mirror-image polydactyly 1 	45	3	0	3	0	3	rno-miR-338-5p	-0.13	-0.21	N/A
GDPD1	ENST00000284116.4	glycerophosphodiester phosphodiesterase domain containing 1 	138	2	1	0	1	0	rno-miR-338-5p	-0.13	-0.28	N/A
PPP3R2	ENST00000374806.1	protein phosphatase 3, regulatory subunit B, beta 	5	2	1	0	1	2	rno-miR-338-5p	-0.13	-0.13	N/A
MED23	ENST00000368068.3	mediator complex subunit 23 	1622	2	0	0	2	0	rno-miR-338-5p	-0.13	-0.13	N/A
FMNL2	ENST00000288670.9	formin-like 2 	31	2	0	1	1	0	rno-miR-338-5p	-0.13	-0.13	N/A
PCDH10	ENST00000264360.5	protocadherin 10 	9	3	1	2	0	0	rno-miR-338-5p	-0.13	-0.13	N/A
ST8SIA3	ENST00000324000.3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 	5	2	0	0	2	1	rno-miR-338-5p	-0.13	-0.13	N/A
SLC5A8	ENST00000536262.2	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8 	5	1	0	1	0	1	rno-miR-338-5p	-0.13	-0.13	N/A
RTN4	ENST00000394609.2	reticulon 4 	34030	1	0	0	1	1	rno-miR-338-5p	-0.13	-0.13	N/A
DIMT1	ENST00000199320.4	DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae) 	481	1	0	0	1	0	rno-miR-338-5p	-0.13	-0.14	N/A
C7orf60	ENST00000297145.4	chromosome 7 open reading frame 60 	39	1	1	0	0	1	rno-miR-338-5p	-0.13	-0.24	N/A
NXT2	ENST00000372106.1	nuclear transport factor 2-like export factor 2 	390	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
TRMT6	ENST00000203001.2	tRNA methyltransferase 6 homolog (S. cerevisiae) 	684	1	1	0	0	0	rno-miR-338-5p	-0.12	-0.20	N/A
TMEM117	ENST00000551577.1	transmembrane protein 117 	381	1	1	0	0	0	rno-miR-338-5p	-0.12	-0.13	N/A
LRAT	ENST00000336356.3	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) 	9	3	0	1	2	0	rno-miR-338-5p	-0.12	-0.15	N/A
SPZ1	ENST00000296739.4	spermatogenic leucine zipper 1 	5	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
IK	ENST00000417647.2	IK cytokine, down-regulator of HLA II 	2029	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
CLDN6	ENST00000396925.1	claudin 6 	17	1	0	1	0	0	rno-miR-338-5p	-0.12	-0.20	N/A
NIPAL1	ENST00000295461.5	NIPA-like domain containing 1 	137	1	0	1	0	1	rno-miR-338-5p	-0.12	-0.17	N/A
HOXB2	ENST00000330070.4	homeobox B2 	1282	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
AGK	ENST00000355413.4	acylglycerol kinase 	186	2	0	1	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
TAF7L	ENST00000372907.3	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa 	51	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
ESRRG	ENST00000361525.3	estrogen-related receptor gamma 	5	2	1	1	0	0	rno-miR-338-5p	-0.12	-0.12	N/A
C9orf40	ENST00000376854.5	chromosome 9 open reading frame 40 	534	1	0	1	0	2	rno-miR-338-5p	-0.12	-0.20	N/A
TATDN2	ENST00000448281.2	TatD DNase domain containing 2 	894	1	1	0	0	2	rno-miR-338-5p	-0.12	-0.16	N/A
FKBP3	ENST00000216330.3	FK506 binding protein 3, 25kDa 	3211	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
EREG	ENST00000244869.2	epiregulin 	5	1	0	0	1	1	rno-miR-338-5p	-0.12	-0.12	N/A
SPAG1	ENST00000251809.3	sperm associated antigen 1 	169	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
FOXF2	ENST00000259806.1	forkhead box F2 	2955	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
LPAR4	ENST00000435339.3	lysophosphatidic acid receptor 4 	5	2	0	1	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
SIRT1	ENST00000212015.6	sirtuin 1 	220	1	1	0	0	1	rno-miR-338-5p	-0.12	-0.13	N/A
MPPED2	ENST00000358117.5	metallophosphoesterase domain containing 2 	42	1	0	1	0	1	rno-miR-338-5p	-0.12	-0.12	N/A
PCDH11X	ENST00000373097.1	protocadherin 11 X-linked 	5	6	1	4	1	2	rno-miR-338-5p	-0.12	-0.12	N/A
PTX3	ENST00000295927.3	pentraxin 3, long 	135	1	0	1	0	0	rno-miR-338-5p	-0.12	-0.14	N/A
COA5	ENST00000328709.3	cytochrome c oxidase assembly factor 5 	72	2	0	1	1	0	rno-miR-338-5p	-0.12	-0.22	N/A
BCL2L11	ENST00000393256.3	BCL2-like 11 (apoptosis facilitator) 	105	2	1	0	1	0	rno-miR-338-5p	-0.12	-0.15	N/A
C9orf43	ENST00000374165.1	chromosome 9 open reading frame 43 	5	1	0	1	0	0	rno-miR-338-5p	-0.12	-0.12	N/A
PCDH9	ENST00000377861.3	protocadherin 9 	102	1	0	0	1	1	rno-miR-338-5p	-0.12	-0.12	N/A
ANKS1B	ENST00000546960.1	ankyrin repeat and sterile alpha motif domain containing 1B 	21	2	0	2	0	0	rno-miR-338-5p	-0.12	-0.12	N/A
ZDHHC21	ENST00000380916.4	zinc finger, DHHC-type containing 21 	196	3	1	0	2	2	rno-miR-338-5p	-0.12	-0.14	N/A
AHR	ENST00000242057.4	aryl hydrocarbon receptor 	25	3	1	1	1	1	rno-miR-338-5p	-0.12	-0.12	N/A
PBK	ENST00000301905.4	PDZ binding kinase 	870	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
ZNF805	ENST00000535550.1	zinc finger protein 805 	58	1	1	0	0	1	rno-miR-338-5p	-0.12	-0.17	N/A
VSTM2A	ENST00000407838.3	V-set and transmembrane domain containing 2A 	5	1	0	1	0	1	rno-miR-338-5p	-0.12	-0.12	N/A
C18orf56	ENST00000323813.3	chromosome 18 open reading frame 56 	180	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.17	N/A
CLEC12B	ENST00000396502.1	C-type lectin domain family 12, member B 	5	1	0	1	0	0	rno-miR-338-5p	-0.12	-0.12	N/A
KLHL4	ENST00000373119.4	kelch-like family member 4 	58	1	1	0	0	0	rno-miR-338-5p	-0.12	-0.12	N/A
COLCA1	ENST00000532918.1	colorectal cancer associated 1 	5	1	0	0	1	0	rno-miR-338-5p	-0.12	-0.12	N/A
ARL8A	ENST00000272217.2	ADP-ribosylation factor-like 8A 	272	1	0	0	1	1	rno-miR-338-5p	-0.12	-0.12	N/A
