Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Gm21119	ENSMUST00000178438.1	predicted gene, 21119 	0	2	2	0	0	0	mmu-miR-338-5p	-0.33	-0.33	N/A
Onecut2	ENSMUST00000175965.3	one cut domain, family member 2 	387	2	0	0	2	3	mmu-miR-338-5p	-0.33	-0.39	N/A
Naf1	ENSMUST00000118009.1	nuclear assembly factor 1 homolog (S. cerevisiae) 	854	1	1	0	0	2	mmu-miR-338-5p	-0.33	-0.33	N/A
Palm2Akap2	ENSMUST00000150412.1	Palm2-Akap2 readthrough transcript 	3643	1	0	1	0	1	mmu-miR-338-5p	-0.33	-0.36	N/A
Slc5a3	ENSMUST00000113975.2	solute carrier family 5 (inositol transporters), member 3 	2953	2	0	0	2	1	mmu-miR-338-5p	-0.33	-0.33	N/A
Efcab1	ENSMUST00000090277.1	EF hand calcium binding domain 1 	79	2	1	1	0	1	mmu-miR-338-5p	-0.32	-0.33	N/A
Tet3	ENSMUST00000089622.5	tet methylcytosine dioxygenase 3 	1592	1	0	1	0	0	mmu-miR-338-5p	-0.32	-0.33	N/A
Mks1	ENSMUST00000038196.6	Meckel syndrome, type 1 	152	1	0	0	1	0	mmu-miR-338-5p	-0.32	-0.32	N/A
Atoh7	ENSMUST00000044059.3	atonal homolog 7 (Drosophila) 	1	1	0	1	0	0	mmu-miR-338-5p	-0.32	-0.32	N/A
Bmi1	ENSMUST00000028071.7	Bmi1 polycomb ring finger oncogene 	869	4	0	2	2	0	mmu-miR-338-5p	-0.32	-0.45	N/A
Fgf7	ENSMUST00000064794.8	fibroblast growth factor 7 	687	1	1	0	0	1	mmu-miR-338-5p	-0.32	-0.35	N/A
Cinp	ENSMUST00000043716.8	cyclin-dependent kinase 2 interacting protein 	1959	2	1	1	0	1	mmu-miR-338-5p	-0.32	-0.40	N/A
AA415398	ENSMUST00000079611.7	expressed sequence AA415398 	18	1	1	0	0	1	mmu-miR-338-5p	-0.32	-0.32	N/A
Mtmr12	ENSMUST00000038172.9	myotubularin related protein 12 	508	1	0	1	0	0	mmu-miR-338-5p	-0.32	-0.33	N/A
Btc	ENSMUST00000121044.2	betacellulin, epidermal growth factor family member 	57	2	1	1	0	1	mmu-miR-338-5p	-0.32	-0.34	N/A
Dck	ENSMUST00000031311.9	deoxycytidine kinase 	914	3	1	2	0	1	mmu-miR-338-5p	-0.32	-0.33	N/A
Myf5	ENSMUST00000000445.1	myogenic factor 5 	13	1	1	0	0	0	mmu-miR-338-5p	-0.32	-0.32	N/A
Nom1	ENSMUST00000001611.9	nucleolar protein with MIF4G domain 1 	352	1	1	0	0	0	mmu-miR-338-5p	-0.32	-0.32	N/A
Id1	ENSMUST00000109824.1	inhibitor of DNA binding 1 	2144	2	0	1	1	0	mmu-miR-338-5p	-0.32	-0.32	N/A
Elk4	ENSMUST00000086556.6	ELK4, member of ETS oncogene family 	84	1	0	1	0	0	mmu-miR-338-5p	-0.32	-0.35	N/A
Ssh2	ENSMUST00000037912.6	slingshot homolog 2 (Drosophila) 	845	1	0	1	0	2	mmu-miR-338-5p	-0.32	-0.33	N/A
Rundc3a	ENSMUST00000107105.3	RUN domain containing 3A 	46	1	1	0	0	0	mmu-miR-338-5p	-0.32	-0.32	N/A
Pak4	ENSMUST00000108283.2	p21 protein (Cdc42/Rac)-activated kinase 4 	119	1	0	1	0	0	mmu-miR-338-5p	-0.32	-0.32	N/A
Adck1	ENSMUST00000101165.3	aarF domain containing kinase 1 	475	3	0	1	2	0	mmu-miR-338-5p	-0.31	-0.32	N/A
4930467E23Rik	ENSMUST00000098909.3	RIKEN cDNA 4930467E23 gene 	0	2	2	0	0	0	mmu-miR-338-5p	-0.31	-0.31	N/A
AU041133	ENSMUST00000105314.2	expressed sequence AU041133 	97	2	1	1	0	2	mmu-miR-338-5p	-0.31	-0.34	N/A
Cks1brt	ENSMUST00000076896.5	CDC28 protein kinase 1b, retrogene 	7	1	0	1	0	1	mmu-miR-338-5p	-0.31	-0.46	N/A
Htt	ENSMUST00000080036.2	huntingtin 	604	1	1	0	0	0	mmu-miR-338-5p	-0.31	-0.69	N/A
Dhdh	ENSMUST00000011526.4	dihydrodiol dehydrogenase (dimeric) 	4114	1	0	0	1	1	mmu-miR-338-5p	-0.31	-0.31	N/A
Kcnmb1	ENSMUST00000020362.2	potassium large conductance calcium-activated channel, subfamily M, beta member 1 	26	1	0	1	0	0	mmu-miR-338-5p	-0.31	-0.31	N/A
Pgr	ENSMUST00000189181.1	progesterone receptor 	11	1	0	0	1	1	mmu-miR-338-5p	-0.31	-0.31	N/A
Dtd1	ENSMUST00000028917.6	D-tyrosyl-tRNA deacylase 1 	175	1	1	0	0	0	mmu-miR-338-5p	-0.31	-0.31	N/A
Mc2r	ENSMUST00000052347.6	melanocortin 2 receptor 	19	1	1	0	0	1	mmu-miR-338-5p	-0.30	-0.30	N/A
Tmem182	ENSMUST00000114765.2	transmembrane protein 182 	1758	1	0	1	0	0	mmu-miR-338-5p	-0.30	-0.31	N/A
Gdi2	ENSMUST00000059515.6	guanosine diphosphate (GDP) dissociation inhibitor 2 	409	1	1	0	0	0	mmu-miR-338-5p	-0.30	-0.30	N/A
Il19	ENSMUST00000187410.1	interleukin 19 	9	2	1	0	1	0	mmu-miR-338-5p	-0.30	-0.30	N/A
Angptl7	ENSMUST00000030840.3	angiopoietin-like 7 	427	1	1	0	0	0	mmu-miR-338-5p	-0.30	-0.34	N/A
Esp15	ENSMUST00000178929.1	exocrine gland secreted peptide 15 	5	1	0	0	1	0	mmu-miR-338-5p	-0.30	-0.30	N/A
Myf6	ENSMUST00000044210.3	myogenic factor 6 	1499	1	1	0	0	0	mmu-miR-338-5p	-0.30	-0.30	N/A
Myo3b	ENSMUST00000112243.2	myosin IIIB 	7	1	0	1	0	1	mmu-miR-338-5p	-0.30	-0.30	N/A
Hpgd	ENSMUST00000034026.8	hydroxyprostaglandin dehydrogenase 15 (NAD) 	7407	1	1	0	0	0	mmu-miR-338-5p	-0.30	-0.30	N/A
Papss1	ENSMUST00000029666.9	3'-phosphoadenosine 5'-phosphosulfate synthase 1 	131	1	1	0	0	1	mmu-miR-338-5p	-0.30	-0.30	N/A
Shprh	ENSMUST00000044053.7	SNF2 histone linker PHD RING helicase 	422	1	0	1	0	0	mmu-miR-338-5p	-0.30	-0.31	N/A
Mut	ENSMUST00000169611.2	methylmalonyl-Coenzyme A mutase 	629	1	0	1	0	2	mmu-miR-338-5p	-0.30	-0.55	N/A
Gtpbp2	ENSMUST00000024748.8	GTP binding protein 2 	585	0	0	0	0	1	mmu-miR-338-5p	-0.30	-0.30	N/A
Cd9	ENSMUST00000032492.8	CD9 antigen 	166	1	1	0	0	0	mmu-miR-338-5p	-0.30	-0.37	N/A
Tctex1d2	ENSMUST00000080316.7	Tctex1 domain containing 2 	140	1	0	1	0	0	mmu-miR-338-5p	-0.30	-0.30	N/A
Cxcl1	ENSMUST00000031327.8	chemokine (C-X-C motif) ligand 1 	16	1	1	0	0	0	mmu-miR-338-5p	-0.30	-0.30	N/A
Blzf1	ENSMUST00000027866.5	basic leucine zipper nuclear factor 1 	577	2	1	0	1	0	mmu-miR-338-5p	-0.30	-0.36	N/A
Snrk	ENSMUST00000120173.2	SNF related kinase 	6	1	0	1	0	0	mmu-miR-338-5p	-0.30	-0.30	N/A
Ntf3	ENSMUST00000112244.3	neurotrophin 3 	25	1	0	1	0	1	mmu-miR-338-5p	-0.30	-0.32	N/A
Nmi	ENSMUST00000028314.3	N-myc (and STAT) interactor 	181	1	0	1	0	0	mmu-miR-338-5p	-0.29	-0.31	N/A
Suv420h1	ENSMUST00000113977.3	suppressor of variegation 4-20 homolog 1 (Drosophila) 	632	1	0	0	1	0	mmu-miR-338-5p	-0.29	-0.29	N/A
Tacr2	ENSMUST00000020278.5	tachykinin receptor 2 	15	2	0	0	2	1	mmu-miR-338-5p	-0.29	-0.46	N/A
Ythdc1	ENSMUST00000120498.2	YTH domain containing 1 	87	2	1	0	1	1	mmu-miR-338-5p	-0.29	-0.31	N/A
Zfp455	ENSMUST00000120861.2	zinc finger protein 455 	36	2	2	0	0	0	mmu-miR-338-5p	-0.29	-0.29	N/A
Mpp4	ENSMUST00000191200.1	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4) 	86	1	0	0	1	0	mmu-miR-338-5p	-0.29	-0.29	N/A
Nppc	ENSMUST00000027449.5	natriuretic peptide type C 	5	1	0	1	0	1	mmu-miR-338-5p	-0.29	-0.29	N/A
A930011G23Rik	ENSMUST00000161148.1	RIKEN cDNA A930011G23 gene 	6	3	1	2	0	0	mmu-miR-338-5p	-0.29	-0.29	N/A
Ier3ip1	ENSMUST00000026487.4	immediate early response 3 interacting protein 1 	342	1	1	0	0	0	mmu-miR-338-5p	-0.29	-0.32	N/A
Rnaset2b	ENSMUST00000179728.1	ribonuclease T2B 	5	1	0	0	1	1	mmu-miR-338-5p	-0.29	-0.29	N/A
Krtap4-8	ENSMUST00000107439.1	keratin associated protein 4-8 	5	2	0	1	1	0	mmu-miR-338-5p	-0.29	-0.29	N/A
Ankrd10	ENSMUST00000169782.1	ankyrin repeat domain 10 	51	1	0	1	0	0	mmu-miR-338-5p	-0.29	-0.36	N/A
Hoxa10	ENSMUST00000125581.1	homeobox A10 	600	2	1	1	0	0	mmu-miR-338-5p	-0.28	-0.29	N/A
Akr1e1	ENSMUST00000110691.4	aldo-keto reductase family 1, member E1 	719	2	1	1	0	0	mmu-miR-338-5p	-0.28	-0.30	N/A
Gm10282	ENSMUST00000075602.6	predicted pseudogene 10282 	5	2	0	2	0	0	mmu-miR-338-5p	-0.28	-0.28	N/A
Lonrf3	ENSMUST00000016383.4	LON peptidase N-terminal domain and ring finger 3 	50	1	0	1	0	1	mmu-miR-338-5p	-0.28	-0.41	N/A
Lrrcc1	ENSMUST00000169079.2	leucine rich repeat and coiled-coil domain containing 1 	429	3	2	1	0	1	mmu-miR-338-5p	-0.28	-0.42	N/A
Mylip	ENSMUST00000038275.9	myosin regulatory light chain interacting protein 	361	1	0	0	1	0	mmu-miR-338-5p	-0.28	-0.28	N/A
Gata3	ENSMUST00000102976.3	GATA binding protein 3 	24	2	1	0	1	0	mmu-miR-338-5p	-0.28	-0.28	N/A
Purb	ENSMUST00000179343.2	purine rich element binding protein B 	1875	2	0	1	1	3	mmu-miR-338-5p	-0.28	-0.56	N/A
Ciao1	ENSMUST00000174030.2	cytosolic iron-sulfur protein assembly 1 	1134	1	1	0	0	0	mmu-miR-338-5p	-0.28	-0.28	N/A
5430427O19Rik	ENSMUST00000113976.1	RIKEN cDNA 5430427O19 gene 	38	2	0	0	2	1	mmu-miR-338-5p	-0.28	-0.50	N/A
Fbxo27	ENSMUST00000039998.5	F-box protein 27 	7	1	1	0	0	0	mmu-miR-338-5p	-0.28	-0.28	N/A
Dazap1	ENSMUST00000105362.2	DAZ associated protein 1 	2556	1	1	0	0	0	mmu-miR-338-5p	-0.28	-0.31	N/A
Cdc42ep3	ENSMUST00000068958.7	CDC42 effector protein (Rho GTPase binding) 3 	1757	1	1	0	0	1	mmu-miR-338-5p	-0.28	-0.28	N/A
Rnf168	ENSMUST00000171474.1	ring finger protein 168 	584	1	0	0	1	0	mmu-miR-338-5p	-0.28	-0.28	N/A
Cenpk	ENSMUST00000022227.6	centromere protein K 	95	1	0	1	0	0	mmu-miR-338-5p	-0.28	-0.28	N/A
BC003331	ENSMUST00000111913.3	cDNA sequence BC003331 	252	2	1	1	0	0	mmu-miR-338-5p	-0.28	-0.33	N/A
Trmt11	ENSMUST00000019927.6	tRNA methyltransferase 11 	1182	1	1	0	0	0	mmu-miR-338-5p	-0.28	-0.28	N/A
Rbbp9	ENSMUST00000028915.5	retinoblastoma binding protein 9 	80	1	1	0	0	0	mmu-miR-338-5p	-0.28	-0.34	N/A
Sf3b6	ENSMUST00000046207.7	splicing factor 3B, subunit 6 	6472	1	0	1	0	0	mmu-miR-338-5p	-0.28	-0.28	N/A
9130401M01Rik	ENSMUST00000100655.4	RIKEN cDNA 9130401M01 gene 	826	1	0	1	0	0	mmu-miR-338-5p	-0.28	-0.29	N/A
Vldlr	ENSMUST00000167487.2	very low density lipoprotein receptor 	1825	1	0	0	1	1	mmu-miR-338-5p	-0.28	-0.29	N/A
Avpr1a	ENSMUST00000020323.5	arginine vasopressin receptor 1A 	286	3	0	1	2	2	mmu-miR-338-5p	-0.28	-1.00	N/A
Abcd3	ENSMUST00000029770.5	ATP-binding cassette, sub-family D (ALD), member 3 	275	1	1	0	0	0	mmu-miR-338-5p	-0.28	-0.28	N/A
Chrac1	ENSMUST00000089765.3	chromatin accessibility complex 1 	5392	2	0	0	2	0	mmu-miR-338-5p	-0.28	-0.28	N/A
Zfp541	ENSMUST00000108509.1	zinc finger protein 541 	5	1	0	1	0	0	mmu-miR-338-5p	-0.27	-0.27	N/A
Actr8	ENSMUST00000016115.4	ARP8 actin-related protein 8 	707	1	0	0	1	1	mmu-miR-338-5p	-0.27	-0.41	N/A
Plekha3	ENSMUST00000111920.1	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3 	704	2	1	0	1	1	mmu-miR-338-5p	-0.27	-0.28	N/A
Slit2	ENSMUST00000170109.3	slit homolog 2 (Drosophila) 	368	3	1	1	1	1	mmu-miR-338-5p	-0.27	-0.29	N/A
Fap	ENSMUST00000102732.4	fibroblast activation protein 	28	1	1	0	0	1	mmu-miR-338-5p	-0.27	-0.27	N/A
Kcne1	ENSMUST00000051705.5	potassium voltage-gated channel, Isk-related subfamily, member 1 	201	1	0	0	1	0	mmu-miR-338-5p	-0.27	-0.27	N/A
Epb4.1l4a	ENSMUST00000025234.5	erythrocyte protein band 4.1-like 4a 	1195	1	1	0	0	0	mmu-miR-338-5p	-0.27	-0.27	N/A
Nxf1	ENSMUST00000184970.2	nuclear RNA export factor 1 	3880	3	1	1	1	0	mmu-miR-338-5p	-0.27	-0.57	N/A
Rpap2	ENSMUST00000112651.2	RNA polymerase II associated protein 2 	578	1	0	0	1	0	mmu-miR-338-5p	-0.27	-0.27	N/A
Isca1	ENSMUST00000057115.6	iron-sulfur cluster assembly 1 homolog (S. cerevisiae) 	5994	1	1	0	0	0	mmu-miR-338-5p	-0.26	-0.27	N/A
Tubgcp5	ENSMUST00000032627.3	tubulin, gamma complex associated protein 5 	202	1	1	0	0	1	mmu-miR-338-5p	-0.26	-0.26	N/A
Tmem108	ENSMUST00000049452.9	transmembrane protein 108 	10	1	0	1	0	0	mmu-miR-338-5p	-0.26	-0.26	N/A
Srsf7	ENSMUST00000063417.9	serine/arginine-rich splicing factor 7 	12974	1	0	1	0	0	mmu-miR-338-5p	-0.26	-0.26	N/A
Zfp119b	ENSMUST00000056147.8	zinc finger protein 119b 	23	2	0	2	0	0	mmu-miR-338-5p	-0.26	-0.26	N/A
Syvn1	ENSMUST00000138532.2	synovial apoptosis inhibitor 1, synoviolin 	1040	1	1	0	0	0	mmu-miR-338-5p	-0.26	-0.26	N/A
Nek7	ENSMUST00000186017.1	NIMA (never in mitosis gene a)-related expressed kinase 7 	2169	4	0	3	1	0	mmu-miR-338-5p	-0.26	-0.27	N/A
Gm13051	ENSMUST00000091878.5	predicted gene 13051 	5	2	1	0	1	1	mmu-miR-338-5p	-0.26	-0.26	N/A
Gnpda2	ENSMUST00000031117.7	glucosamine-6-phosphate deaminase 2 	294	1	0	1	0	1	mmu-miR-338-5p	-0.26	-0.29	N/A
Ldb2	ENSMUST00000070748.5	LIM domain binding 2 	848	1	1	0	0	0	mmu-miR-338-5p	-0.26	-0.26	N/A
Wscd1	ENSMUST00000021168.8	WSC domain containing 1 	716	1	0	1	0	0	mmu-miR-338-5p	-0.26	-0.26	N/A
Nap1l3	ENSMUST00000079490.5	nucleosome assembly protein 1-like 3 	27	3	0	1	2	2	mmu-miR-338-5p	-0.26	-0.26	N/A
Pgk1	ENSMUST00000081593.7	phosphoglycerate kinase 1 	11	1	1	0	0	1	mmu-miR-338-5p	-0.26	-0.53	N/A
H2-Ab1	ENSMUST00000040828.5	histocompatibility 2, class II antigen A, beta 1 	7003	1	0	0	1	0	mmu-miR-338-5p	-0.26	-0.26	N/A
Naa25	ENSMUST00000042163.9	N(alpha)-acetyltransferase 25, NatB auxiliary subunit 	2534	1	0	0	1	0	mmu-miR-338-5p	-0.26	-0.28	N/A
Fam110c	ENSMUST00000041133.8	family with sequence similarity 110, member C 	221	2	0	1	1	0	mmu-miR-338-5p	-0.26	-0.64	N/A
Crk	ENSMUST00000017920.8	v-crk sarcoma virus CT10 oncogene homolog (avian) 	2790	1	0	0	1	1	mmu-miR-338-5p	-0.26	-0.27	N/A
Ensa	ENSMUST00000037983.4	endosulfine alpha 	1438	1	1	0	0	0	mmu-miR-338-5p	-0.25	-0.25	N/A
Gal	ENSMUST00000025842.6	galanin 	13	1	0	1	0	0	mmu-miR-338-5p	-0.25	-0.25	N/A
Epdr1	ENSMUST00000002885.6	ependymin related protein 1 (zebrafish) 	996	1	1	0	0	0	mmu-miR-338-5p	-0.25	-0.26	N/A
Slc5a1	ENSMUST00000011178.2	solute carrier family 5 (sodium/glucose cotransporter), member 1 	166	4	2	0	2	1	mmu-miR-338-5p	-0.25	-0.51	N/A
Rad54b	ENSMUST00000095145.6	RAD54 homolog B (S. cerevisiae) 	235	2	1	1	0	0	mmu-miR-338-5p	-0.25	-0.29	N/A
U2surp	ENSMUST00000079659.6	U2 snRNP-associated SURP domain containing 	2101	2	2	0	0	1	mmu-miR-338-5p	-0.25	-0.28	N/A
AK157302	ENSMUST00000104942.1	cDNA sequence AK157302 	5	1	1	0	0	0	mmu-miR-338-5p	-0.25	-0.25	N/A
Vmn1r66	ENSMUST00000060374.4	vomeronasal 1 receptor 66 	5	1	1	0	0	0	mmu-miR-338-5p	-0.25	-0.25	N/A
Atp2c1	ENSMUST00000112558.3	ATPase, Ca++-sequestering 	1566	1	1	0	0	1	mmu-miR-338-5p	-0.25	-0.27	N/A
Kif3a	ENSMUST00000120613.3	kinesin family member 3A 	329	1	0	0	1	1	mmu-miR-338-5p	-0.25	-0.30	N/A
Rnf138	ENSMUST00000072847.6	ring finger protein 138 	436	2	2	0	0	0	mmu-miR-338-5p	-0.25	-0.44	N/A
Tmem30a	ENSMUST00000034878.6	transmembrane protein 30A 	2901	1	1	0	0	1	mmu-miR-338-5p	-0.25	-0.25	N/A
Fkbp1a	ENSMUST00000044011.6	FK506 binding protein 1a 	115	1	0	1	0	0	mmu-miR-338-5p	-0.25	-0.37	N/A
Kctd15	ENSMUST00000108069.2	potassium channel tetramerisation domain containing 15 	292	1	1	0	0	0	mmu-miR-338-5p	-0.25	-0.25	N/A
Gm1070	ENSMUST00000114185.2	predicted gene 1070 	21	1	0	0	1	1	mmu-miR-338-5p	-0.25	-0.25	N/A
Anp32a	ENSMUST00000085519.7	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A 	803	3	1	0	2	1	mmu-miR-338-5p	-0.25	-1.43	N/A
Leap2	ENSMUST00000036045.5	liver-expressed antimicrobial peptide 2 	1115	1	0	1	0	0	mmu-miR-338-5p	-0.25	-0.25	N/A
Mtmr1	ENSMUST00000114601.2	myotubularin related protein 1 	678	1	0	1	0	1	mmu-miR-338-5p	-0.25	-0.26	N/A
Tbx21	ENSMUST00000001484.2	T-box 21 	11	1	0	0	1	0	mmu-miR-338-5p	-0.24	-0.24	N/A
Bex2	ENSMUST00000049130.7	brain expressed X-linked 2 	6	1	0	1	0	0	mmu-miR-338-5p	-0.24	-0.24	N/A
Eif4a2	ENSMUST00000077605.6	eukaryotic translation initiation factor 4A2 	188	2	0	0	2	2	mmu-miR-338-5p	-0.24	-0.70	N/A
Aim2	ENSMUST00000147604.2	absent in melanoma 2 	55	1	1	0	0	0	mmu-miR-338-5p	-0.24	-0.24	N/A
Mnx1	ENSMUST00000165512.3	motor neuron and pancreas homeobox 1 	7	1	1	0	0	0	mmu-miR-338-5p	-0.24	-0.24	N/A
Map3k8	ENSMUST00000025078.3	mitogen-activated protein kinase kinase kinase 8 	115	3	1	1	1	0	mmu-miR-338-5p	-0.24	-0.25	N/A
Slk	ENSMUST00000026043.6	STE20-like kinase 	5393	3	1	2	0	1	mmu-miR-338-5p	-0.24	-0.25	N/A
Atf7ip2	ENSMUST00000044005.8	activating transcription factor 7 interacting protein 2 	179	1	0	0	1	0	mmu-miR-338-5p	-0.24	-0.24	N/A
Bex6	ENSMUST00000099990.4	brain expressed gene 6 	5	1	0	1	0	0	mmu-miR-338-5p	-0.24	-0.24	N/A
A730071L15Rik	ENSMUST00000181545.1	RIKEN cDNA A730071L15Rik gene 	5	1	1	0	0	0	mmu-miR-338-5p	-0.24	-0.24	N/A
Tfg	ENSMUST00000065515.8	Trk-fused gene 	86	2	0	1	1	0	mmu-miR-338-5p	-0.24	-0.25	N/A
Tardbp	ENSMUST00000084125.4	TAR DNA binding protein 	1933	4	1	1	2	2	mmu-miR-338-5p	-0.24	-0.32	N/A
Dcun1d1	ENSMUST00000178098.2	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae) 	649	5	2	2	1	2	mmu-miR-338-5p	-0.24	-0.30	N/A
Hoxa9	ENSMUST00000114425.2	homeobox A9 	245	3	0	1	2	1	mmu-miR-338-5p	-0.24	-0.25	N/A
Atp1b4	ENSMUST00000016471.3	ATPase, (Na+)/K+ transporting, beta 4 polypeptide 	22	1	0	1	0	0	mmu-miR-338-5p	-0.24	-0.24	N/A
Lrif1	ENSMUST00000106736.2	ligand dependent nuclear receptor interacting factor 1 	917	3	1	2	0	0	mmu-miR-338-5p	-0.24	-0.53	N/A
1110059G10Rik	ENSMUST00000118422.1	RIKEN cDNA 1110059G10 gene 	1479	1	0	1	0	1	mmu-miR-338-5p	-0.24	-0.24	N/A
Arih1	ENSMUST00000171975.2	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila) 	3517	2	1	1	0	1	mmu-miR-338-5p	-0.24	-0.24	N/A
Cpm	ENSMUST00000020399.5	carboxypeptidase M 	1579	1	0	1	0	0	mmu-miR-338-5p	-0.24	-0.24	N/A
Fam26e	ENSMUST00000069125.6	family with sequence similarity 26, member E 	23	2	1	1	0	0	mmu-miR-338-5p	-0.24	-0.25	N/A
Aox3	ENSMUST00000040999.8	aldehyde oxidase 3 	8970	1	1	0	0	1	mmu-miR-338-5p	-0.24	-0.24	N/A
Evi5l	ENSMUST00000176072.2	ecotropic viral integration site 5 like 	135	1	0	1	0	0	mmu-miR-338-5p	-0.24	-0.24	N/A
Npvf	ENSMUST00000031853.7	neuropeptide VF precursor 	5	1	0	0	1	0	mmu-miR-338-5p	-0.23	-0.23	N/A
Ccdc126	ENSMUST00000055559.7	coiled-coil domain containing 126 	156	2	0	2	0	0	mmu-miR-338-5p	-0.23	-0.33	N/A
Adamts16	ENSMUST00000080145.7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16 	9	1	1	0	0	0	mmu-miR-338-5p	-0.23	-0.23	N/A
Galnt7	ENSMUST00000034021.6	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 	218	2	1	1	0	0	mmu-miR-338-5p	-0.23	-0.26	N/A
S100a10	ENSMUST00000045756.8	S100 calcium binding protein A10 (calpactin) 	37983	1	0	1	0	0	mmu-miR-338-5p	-0.23	-0.23	N/A
Abcg2	ENSMUST00000114294.2	ATP-binding cassette, sub-family G (WHITE), member 2 	1016	3	0	2	1	2	mmu-miR-338-5p	-0.23	-0.89	N/A
Lypd6	ENSMUST00000112712.4	LY6/PLAUR domain containing 6 	124	1	1	0	0	0	mmu-miR-338-5p	-0.23	-0.26	N/A
Mreg	ENSMUST00000048860.8	melanoregulin 	1713	1	1	0	0	0	mmu-miR-338-5p	-0.23	-0.23	N/A
Snx6	ENSMUST00000005798.8	sorting nexin 6 	4369	1	1	0	0	0	mmu-miR-338-5p	-0.23	-0.24	N/A
Arf4	ENSMUST00000022429.3	ADP-ribosylation factor 4 	2496	3	0	3	0	1	mmu-miR-338-5p	-0.23	-0.36	N/A
Gm4788	ENSMUST00000027612.9	predicted gene 4788 	499	2	0	2	0	1	mmu-miR-338-5p	-0.23	-0.34	N/A
Gdpd1	ENSMUST00000020804.7	glycerophosphodiester phosphodiesterase domain containing 1 	120	1	0	0	1	1	mmu-miR-338-5p	-0.23	-0.33	N/A
Cyct	ENSMUST00000028430.5	cytochrome c, testis 	103	1	0	1	0	0	mmu-miR-338-5p	-0.23	-0.23	N/A
Rfpl4b	ENSMUST00000179279.1	ret finger protein-like 4B 	5	1	0	1	0	0	mmu-miR-338-5p	-0.23	-0.23	N/A
Olfm3	ENSMUST00000081752.7	olfactomedin 3 	68	2	1	0	1	1	mmu-miR-338-5p	-0.23	-0.23	N/A
Calcrl	ENSMUST00000074262.3	calcitonin receptor-like 	2526	5	0	3	2	1	mmu-miR-338-5p	-0.23	-0.35	N/A
B020004C17Rik	ENSMUST00000178161.1	RIKEN cDNA B020004C17 gene 	5	1	0	0	1	0	mmu-miR-338-5p	-0.23	-0.23	N/A
Meis1	ENSMUST00000068264.8	Meis homeobox 1 	223	1	1	0	0	0	mmu-miR-338-5p	-0.23	-0.23	N/A
Sprr2a2	ENSMUST00000071805.2	small proline-rich protein 2A2 	5	1	1	0	0	0	mmu-miR-338-5p	-0.23	-0.23	N/A
Ppp6r3	ENSMUST00000113997.3	protein phosphatase 6, regulatory subunit 3 	5638	2	0	0	2	1	mmu-miR-338-5p	-0.23	-0.24	N/A
Ppap2b	ENSMUST00000064139.7	phosphatidic acid phosphatase type 2B 	6120	1	1	0	0	1	mmu-miR-338-5p	-0.22	-0.23	N/A
Id4	ENSMUST00000021810.1	inhibitor of DNA binding 4 	317	2	1	0	1	1	mmu-miR-338-5p	-0.22	-0.26	N/A
Bcl7a	ENSMUST00000120593.2	B cell CLL/lymphoma 7A 	79	2	0	2	0	0	mmu-miR-338-5p	-0.22	-0.55	N/A
Rnf141	ENSMUST00000177236.2	ring finger protein 141 	3667	1	0	1	0	1	mmu-miR-338-5p	-0.22	-0.23	N/A
Pyroxd1	ENSMUST00000041852.7	pyridine nucleotide-disulphide oxidoreductase domain 1 	402	1	0	0	1	0	mmu-miR-338-5p	-0.22	-0.30	N/A
Mmp1a	ENSMUST00000034492.5	matrix metallopeptidase 1a (interstitial collagenase) 	5	1	0	1	0	2	mmu-miR-338-5p	-0.22	-0.22	N/A
Eid1	ENSMUST00000164756.3	EP300 interacting inhibitor of differentiation 1 	2207	0	0	0	0	0	mmu-miR-338-5p	-0.22	-0.23	N/A
Gm17567	ENSMUST00000164429.1	predicted gene, 17567 	42	2	0	2	0	2	mmu-miR-338-5p	-0.22	-0.25	N/A
Nudt12	ENSMUST00000025065.6	nudix (nucleoside diphosphate linked moiety X)-type motif 12 	249	2	1	0	1	1	mmu-miR-338-5p	-0.22	-0.24	N/A
Pdzrn4	ENSMUST00000169942.3	PDZ domain containing RING finger 4 	13	1	0	0	1	0	mmu-miR-338-5p	-0.22	-0.22	N/A
Gjb6	ENSMUST00000039380.8	gap junction protein, beta 6 	13	2	0	1	1	0	mmu-miR-338-5p	-0.22	-0.22	N/A
Hmgxb4	ENSMUST00000041759.8	HMG box domain containing 4 	1454	1	0	0	1	0	mmu-miR-338-5p	-0.22	-0.22	N/A
Clec4a2	ENSMUST00000041779.7	C-type lectin domain family 4, member a2 	21	1	1	0	0	1	mmu-miR-338-5p	-0.22	-1.01	N/A
